"序号","代码","名称","涨跌幅","最新价","成交额","流通市值","总市值","换手率","封板资金","首次封板时间","最后封板时间","炸板次数","涨停统计","连板数","所属行业","交易日期","数据类型","动态市盈率","封单资金","板上成交额","连续跌停","开板次数","涨停价","涨速","振幅"
"55","603801","志邦家居","10.037175178527832","11.84","161866508","5142702129.28","5168227630.08","3.2533469200134277","41640510.0","103134","103134","0.0","1|1","1.0","装修建材","2025-04-17","涨停","","","","","","","",""
"56","603237","五芳斋","10.025575637817383","21.51","399587376","2621545059.42","4264863565.7700005","15.561793327331543","27909827.0","103340","103822","2.0","1|1","1.0","食品饮料","2025-04-17","涨停","","","","","","","",""
"57","600939","重庆建工","9.920635223388672","2.77","55985990","5267984473.7300005","5267984493.12","1.0964791774749756","28860630.0","104053","104053","0.0","1|1","1.0","工程建设","2025-04-17","涨停","","","","","","","",""
"58","001316","润贝航科","10.009126663208008","36.16","303745904","983814159.9999999","2981753599.9999995","32.148048400878906","42461892.0","104139","105903","1.0","1|1","1.0","贸易行业","2025-04-17","涨停","","","","","","","",""
"59","603931","格林达","10.003534317016602","31.12","189319139","6210256785.6","6210256785.6","3.135507583618164","33146285.0","104335","104335","0.0","4|2","1.0","电子化学","2025-04-17","涨停","","","","","","","",""
"60","000428","华天酒店","10.112359046936035","3.92","353810208","3994189920.0","3994189920.0","9.523592948913574","59476874.0","105400","105400","0.0","1|1","1.0","旅游酒店","2025-04-17","涨停","","","","","","","",""
"61","600250","南京商旅","10.055248260498047","9.96","266340990","3093515034.84","3093514965.1200004","8.999691009521484","45170592.0","105635","105635","0.0","1|1","1.0","贸易行业","2025-04-17","涨停","","","","","","","",""
"62","002427","尤夫股份","9.944750785827637","5.97","635114816","5882997315.42","5883033720.48","11.278059959411621","48456770.0","110139","110139","0.0","1|1","1.0","化纤行业","2025-04-17","涨停","","","","","","","",""
"63","002188","中天服务","9.954751014709473","4.86","87823412","1250784214.02","1589724817.92","7.236043930053711","26154090.0","110151","110151","0.0","1|1","1.0","房地产服","2025-04-17","涨停","","","","","","","",""
"64","603389","亚振家居","9.984151840209961","6.94","98212705","1823498880.0","1823498880.0","5.564151763916016","32405080.0","112853","112853","0.0","1|1","1.0","装修建材","2025-04-17","涨停","","","","","","","",""
"65","300947","德必集团","20.011533737182617","20.81","569851680","3144161694.6099997","3145175453.7599998","19.115222930908203","38190553.0","112921","143357","1.0","1|1","1.0","专业服务","2025-04-17","涨停","","","","","","","",""
"66","605136","丽人丽妆","9.959073066711426","8.06","141074859","3227695510.0","3227695477.76","4.565123081207275","53819658.0","130026","130026","0.0","1|1","1.0","商业百货","2025-04-17","涨停","","","","","","","",""
"67","603171","税友股份","10.009532928466797","46.16","205785651","18735882400.0","18776191527.68","1.1453440189361572","36420240.0","130041","130041","0.0","1|1","1.0","互联网服","2025-04-17","涨停","","","","","","","",""
"68","001368","通达创智","9.985243797302246","22.36","108318556","626080000.0","2552944056.0","18.215179443359375","59625176.0","130100","130100","0.0","5|3","1.0","塑料制品","2025-04-17","涨停","","","","","","","",""
"69","600575","淮河能源","9.944750785827637","3.98","1573888720","15467319038.7","15467319066.56","10.468623161315918","48504260.0","130156","135108","6.0","1|1","1.0","物流行业","2025-04-17","涨停","","","","","","","",""
"70","300805","电声股份","19.957082748413086","11.18","297022848","3221660014.56","4743155248.0","9.851042747497559","74556736.0","130339","130339","0.0","1|1","1.0","文化传媒","2025-04-17","涨停","","","","","","","",""
"71","688602","康鹏科技","20.0","8.82","510916736","2248899115.6800003","4580887570.56","23.562915802001953","5515657.0","130504","145656","5.0","1|1","1.0","化学制品","2025-04-17","涨停","","","","","","","",""
"72","600448","华纺股份","10.037175178527832","2.96","231801453","1864266199.52","1864266205.44","12.606677055358887","6729915.0","130526","145641","2.0","1|1","1.0","纺织服装","2025-04-17","涨停","","","","","","","",""
"73","601068","中铝国际","10.084033966064453","5.24","195231306","13412255095.08","15645782065.28","1.4963783025741577","66884093.0","131432","131432","0.0","1|1","1.0","工程建设","2025-04-17","涨停","","","","","","","",""
"74","600644","乐山电力","9.957173347473145","10.27","1276455808","5529374767.929999","5939354780.32","24.207197189331055","19433489.0","131759","143114","2.0","8|5","4.0","电力行业","2025-04-17","涨停","","","","","","","",""
"75","002985","北摩高科","9.991568565368652","26.09","364445968","5408049891.64","8658060424.0","6.938836574554443","20010482.0","131942","131942","0.0","1|1","1.0","航天航空","2025-04-17","涨停","","","","","","","",""
"76","002153","石基信息","10.026385307312012","8.34","584158672","13342030125.36","22761476625.6","4.525660037994385","80913262.0","132821","132821","0.0","1|1","1.0","软件开发","2025-04-17","涨停","","","","","","","",""
"77","600794","保税科技","10.052909851074219","4.16","387730480","4992632973.12","4992632985.6","8.266369819641113","72768275.0","135239","135239","0.0","1|1","1.0","物流行业","2025-04-17","涨停","","","","","","","",""
"78","002719","麦趣尔","10.0","9.9","545782768","1602535720.5","1723980624.3","36.753570556640625","33273335.0","140800","141424","1.0","3|3","3.0","食品饮料","2025-04-17","涨停","","","","","","","",""
"79","605179","一鸣食品","9.99551773071289","24.54","861603120","9840540000.0","9840540000.0","9.35881233215332","32019792.0","141222","142240","3.0","1|1","1.0","食品饮料","2025-04-17","涨停","","","","","","","",""
"80","002374","中锐股份","9.913793563842773","2.55","64252350","2767283671.6499996","2767283664.0","2.4106521606445312","29886000.0","141845","141845","0.0","1|1","1.0","包装材料","2025-04-17","涨停","","","","","","","",""
"81","002127","南极电商","10.075567245483398","4.37","618238208","8716857340.89","10727783648.0","7.383545398712158","138475297.0","142118","142118","0.0","4|2","1.0","贸易行业","2025-04-17","涨停","","","","","","","",""
"82","603128","华贸物流","9.944750785827637","7.96","2939489920","10420010092.24","10420010108.16","29.392986297607422","13418474.0","142608","144547","7.0","3|3","3.0","物流行业","2025-04-17","涨停","","","","","","","",""
"83","603506","南都物业","10.031347274780273","10.53","99538596","1977300012.87","1977300012.87","5.260505199432373","21283657.0","142813","142813","0.0","1|1","1.0","房地产服","2025-04-17","涨停","","","","","","","",""
"84","000510","新金路","10.0","5.28","1027744832","3203190233.76","3424310123.52","34.74874496459961","36920928.0","143442","143442","0.0","5|4","1.0","化学原料","2025-04-17","涨停","","","","","","","",""
"85","002566","益盛药业","10.027100563049316","8.12","176252211","1882138600.1599998","2687326991.9999995","9.774155616760254","68955852.0","143733","143733","0.0","1|1","1.0","中药","2025-04-17","涨停","","","","","","","",""
"86","002492","恒基达鑫","9.980430603027344","5.62","148946734","2235831154.5","2276100000.0","7.000645637512207","69048444.0","144139","144139","0.0","1|1","1.0","物流行业","2025-04-17","涨停","","","","","","","",""
"1","601956","东贝集团","4.742268085479736","5.08","141759937","3142630494.0","3158652803.84","4.47383451461792","","093051","","1.0","0|0","","家电行业","2025-04-17","炸板","","","","","","5.34","0.0","7.216494560241699"
"2","603011","合锻智能","3.8539555072784424","10.24","1087884752","5062803834.88","5062803783.68","21.06460189819336","","093548","","1.0","0|0","","专用设备","2025-04-17","炸板","","","","","","10.85","-0.09756097197532654","11.1561861038208"
"3","603045","福达合金","5.1920342445373535","14.79","204546131","2003233842.4499998","2003233842.4499998","10.039773941040039","","094732","","1.0","0|0","","有色金属","2025-04-17","炸板","","","","","","15.47","0.0","9.672830581665039"
"4","601155","新城控股","8.359872817993164","13.61","678225344","30699027070.16","30699027179.039997","2.212336540222168","","095250","","3.0","0|0","","房地产开","2025-04-17","炸板","","","","","","13.82","-0.14673514664173126","11.066879272460938"
"5","600649","城投控股","8.089887619018555","4.81","543877728","12167258799.539999","12167258789.919998","4.4955854415893555","","095611","","1.0","0|0","","房地产开","2025-04-17","炸板","","","","","","4.9","0.0","10.786517143249512"
"6","600353","旭光电子","5.3915276527404785","8.21","605466096","6804539615.39","6823670171.52","8.820518493652344","","095721","","1.0","0|0","","电子元件","2025-04-17","炸板","","","","","","8.57","0.0","11.296533584594727"
"7","600592","龙溪股份","5.964698791503906","17.41","1020873072","6956227671.11","6956227618.88","14.47314453125","","095722","","1.0","0|0","","通用设备","2025-04-17","炸板","","","","","","18.07","0.17261220514774323","9.920876502990723"
"8","600266","城建发展","7.0640177726745605","4.85","476307648","10067356008.949999","10067355994.4","4.703942775726318","","095903","","3.0","0|0","","房地产开","2025-04-17","炸板","","","","","","4.98","0.20661155879497528","10.375276565551758"
"9","300155","安居宝","19.424461364746094","4.98","353735424","1645128493.2600002","2794914165.1200004","22.285480499267578","","101009","","1.0","0|0","","计算机设","2025-04-17","炸板","","","","","","5.0","0.0","21.582733154296875"
"10","920106","林泰新材","26.523395538330078","136.0","666790272","1646381320.0","5423340000.0","40.61261749267578","","101627","","3.0","0|0","","汽车零部","2025-04-17","炸板","","","","","","139.73","-0.036751192063093185","15.67587661743164"
"11","000822","山东海化","5.942275047302246","6.24","597120720","5585373618.24","5585373580.8","10.644933700561523","","102309","","2.0","0|0","","化学原料","2025-04-17","炸板","","","","","","6.48","0.16051363945007324","11.714770317077637"
"12","002774","快意电梯","2.6490066051483154","7.75","113340599","2183732496.25","2609331256.0","5.059693336486816","","102448","","1.0","0|0","","专用设备","2025-04-17","炸板","","","","","","8.31","-0.2574002742767334","10.728476524353027"
"13","000419","通程控股","3.993344306945801","6.25","452831184","3397391593.75","3397391600.0","13.145262718200684","","103639","","2.0","0|0","","商业百货","2025-04-17","炸板","","","","","","6.61","0.0","11.480864524841309"
"14","002297","博云新材","5.582137107849121","6.62","304456544","3793953901.78","3793953881.92","7.954633712768555","","104603","","1.0","0|0","","航天航空","2025-04-17","炸板","","","","","","6.9","0.0","10.845294952392578"
"15","601678","滨化股份","8.268733978271484","4.19","681434256","8505013996.440001","8623171979.68","8.111141204833984","","105339","","1.0","0|0","","化学原料","2025-04-17","炸板","","","","","","4.26","0.0","11.111111640930176"
"16","002162","悦心健康","5.194805145263672","4.05","325645104","3728822862.1499996","3732416431.2","8.682241439819336","","110048","","1.0","0|0","","装修建材","2025-04-17","炸板","","","","","","4.24","0.0","11.688311576843262"
"17","002105","信隆健康","2.9207231998443604","7.4","394921664","2697092615.0","2723644000.0","14.372807502746582","","110300","","2.0","0|0","","交运设备","2025-04-17","炸板","","","","","","7.91","-0.13495276868343353","10.570236206054688"
"18","603709","中源家居","-1.2195121049880981","12.96","328321904","1617408000.0","1631695104.0","19.32440185546875","","111323","","1.0","8|5","","装修建材","2025-04-17","炸板","","","","","","14.43","-0.3076923191547394","11.204268455505371"
"19","600814","杭州解百","4.457831382751465","8.67","554784176","6324696923.16","6373365552.0","8.68325138092041","","111642","","1.0","0|0","","商业百货","2025-04-17","炸板","","","","","","9.13","0.0","11.325301170349121"
"20","605108","同庆楼","5.237020015716553","23.31","313743520","6060600000.0","6060600000.0","5.198676586151123","","130009","","1.0","0|0","","旅游酒店","2025-04-17","炸板","","","","","","24.37","0.0","11.60270881652832"
"21","603535","嘉诚国际","4.338394641876221","9.62","285935968","4595371046.759999","4914982367.36","6.3119964599609375","","130256","","1.0","0|0","","物流行业","2025-04-17","炸板","","","","","","10.14","-0.4140786826610565","13.123644828796387"
"22","000509","华塑控股","3.0303030014038086","3.06","74934226","3283761912.48","3283771826.88","2.257295608520508","","132145","","1.0","0|0","","光学光电","2025-04-17","炸板","","","","","","3.27","-0.32573288679122925","11.447811126708984"
"23","002356","赫美集团","7.692307949066162","2.94","109548237","3855088291.74","3855088312.3199997","2.89985728263855","","135636","","1.0","0|0","","贸易行业","2025-04-17","炸板","","","","","","3.0","0.0","11.355311393737793"
